Company Name,Rating,Job Title,Location
SLM Solutions Group AG,4.3,Senior Development Engineer Data Science (m/f/d),Lübeck
LOWTEQ GMBH FOOTER LINKS IMPRESSUM DATENSCHUTZ,3.5,Data Engineer (m/w/d),Köln
Peter Park System GmbH,3.2,Quality Assurance Engineer - Testing / System Automation / IT Support (m/f/d),Munich
con terra GmbH,2.8,Data Engineer (w/m/d),Münster
Enzo,4.1,AI Engineer (Senior),Heidelberg
Bissantz & Company,4.2,(Junior) Data Engineer /,Hamburg
integration-factory GmbH & Co. KG,3.2,Junior Consultant (m/w/d) Big Data Engineer,Leipzig
Ashbys Consulting,4.1,Lead Electrical Engineer - Data Center,Frankfurt am Main
Deichmann,4.4,Senior Data Engineer (m/w/d),Mülheim an der Ruhr
SIGNAL IDUNA Asset Management GmbH,3.3,Data Engineer (m/w/d),Hamburg
CS GROUP,3.4,Copernicus Data Processing Operations Engineer (5159),Darmstadt
Cintellic,3.8,(Senior) Data Engineer (m/w/d),Germany
Verlag Der Tagesspiegel GmbH,3.7,Data Engineer (d/m/w),Berlin
Fressnapf Holding SE,4.0,Data Engineer (m/w/d) Celonis,Krefeld
ATOSS Software AG,4.0,Machine Learning Engineer m/f/d,Munich
TK Elevator GmbH,2.8,Senior Data Engineer (d/f/m),Düsseldorf
Bissantz & Company GmbH,3.8,Senior Data Engineer* / Senior Business Intelligence Consultant*,Home office
Civey,3.9,Quality Assurance Engineer (f/m/x),Berlin
IBM,3.8,R&D Cloud Engineer (m/w/x): High-Performance Data Lake Replication,Böblingen
Thermondo GmbH,3.0,Senior Data Analyst (m/f/d),Germany
Stellwerk 3 GmbH,4.4,Werkstudent (m/w/d) Data Engineer,Reutlingen
Duisburger Hafen AG,3.2,Data Engineer (m/w/d),Duisburg
MeKo Manufacturing e.K.,4.0,Data Engineer (m/w/d) Produktionsplanung,Sarstedt
Appanion Labs GmbH,3.7,Werkstudent - Data Engineer (m/f/d),Hamburg
pmOne,4.2,(Senior) Data Engineer (w/m/d),Germany
Holi Moli GmbH,4.0,Machine Learning Engineer in Social Impact Startup (f/m/x),Home office
BMG RIGHTS MANAGEMENT GmbH - Corporate,3.7,Principal Data Scientist (f/m/d),Berlin
Amazon Web Services Development Center Germany GmbH - R28,4.8,"Applied Scientist II, Next Gen Developer Experience (NGDE)",Berlin
TZLOG,5.0,DATA ANALYST & PROCESS ENGINEER (M/W/D),Göppingen
Prodware Deutschland AG,2.0,Data & Analytics Engineer (m/w/d),Hamburg
Milestone Consult GmbH & Co. KG,3.0,Data Engineer (m/w/d),Kamp-Lintfort
GESIS Gesellschaft für Informationssysteme mbH,3.7,Data Engineer IIOT (m/w/d),Salzgitter
trendtours Touristik GmbH,3.9,Data Engineer (m/w/d),Home office
iFAKT GmbH,5.0,Data Engineer (m/w/d),Leinfelden-Echterdingen
Materna Information & Communications SE,4.9,Data Engineer (m/w/d),Berlin
Tourlane GmbH,4.4,Junior Backend Engineer (f/m/x),Berlin
LAIQON Solutions GmbH,4.2,Data Engineer (m/w/d),Hamburg
Union Investment,4.2,Machine Learning Engineer / Data Engineer (m/w/d) (in Voll- oder Teilzeit),Frankfurt am Main
Orange Quarter,3.7,Senior Data Analyst and Engineer,Berlin
Maximum Personalmanagement GmbH,3.8,DevOps Engineer (m/w/d),Hannover
August-Wilhelm Scheer Institut für digitale Produkte und Prozesse gGmbH,4.7,Data Scientist & Engineer (m/w/d),Saarbrücken
Acteon Group Ltd.,3.7,Data Engineer (m/w/d),Kaltenkirchen
Daiichi Sankyo Europe,3.2,Senior Data Platform Engineer (m/f/x),Munich
Scionics Computer Innovation GmbH,3.5,Scientific Data Engineer / Architect,Dresden
scieneers GmbH,3.5,Azure Data Engineer (m/w/d),Karlsruhe
WWK Lebensversicherung a. G.,4.2,Data Engineer Data Warehouse/Business Intelligence (m/w/d),Munich
SENEC GmbH,4.2,Data Analyst (m/w/x) Battery System,Köln
Awin,3.8,Senior Data Engineer (fixed term) (f/m/d),Munich
Toom Baumarkt,3.7,Data Engineer (m/w/d),Köln
vortal soft,4.7,Network Engineer (Data center),Frankfurt am Main
Aldi Nord,4.2,Data Engineer (m/f/d) – Data & Analytics Platform,Essen
Royal HaskoningDHV,4.7,Environmental Engineer (MCF/ Data Centres),Frankfurt am Main
Stiegelmeyer GmbH & Co. KG,4.0,Data Engineer / Analyst (m/w/d),Herford
Ascent Digital Services DE GmbH,4.1,Senior Data Engineer (M/D/W),Germany
smartclip Europe GmbH,4.4,Data Engineer (w/m/d),Berlin
HE Space Operations,4.0,Satellite Data Processing System Engineer,Darmstadt
EOS Deutscher Inkasso-Dienst GmbH,4.5,Data Scientist (m/w/d),Hamburg
Scalable GmbH,3.5,(Senior) Data Engineer (m/f/x) onsite or remote (in Germany or Austria),Berlin
avameo GmbH,4.6,Big Data Engineer - Wiesbaden (M/W/D),Wiesbaden
enercity AG,4.3,Data Warehouse Engineer:in,Hannover
Unite Network SE,4.4,Platform Engineer,Lower Saxony
WARDOW GmbH,3.8,"(Senior) Data Engineer (w/m/d) Data Integration, Data Warehouse",Potsdam
Randstad Digital Germany AG,3.1,Softwareentwickler - Softwarearchitektur (m/w/d),Hamburg
KA Resources,3.7,Frontend-Entwickler (m/w/d),Munich
EWR AG,4.0,Data Analyst & Change Agent (m/w/d),Worms
Aldi Nord,3.9,Werkstudent Data Engineering (m/w/d),Essen
Amazon Horn-Bad Meinberg GmbH - O88,4.6,Automation Engineer (all genders),Horn-Bad Meinberg
RTL Deutschland GmbH,3.9,System Engineer Windows (w/m/d),Hamburg
Goodman Masson GmbH,4.2,(Senior) Data Engineer (m/w/d),Düsseldorf
Mindcurv,4.2,Cloud Platform Ingenieur (m/f/d),Berlin
Dirk Rossmann GmbH,4.4,"IT System Engineer (m/w/d) für Server, Storage & Virtualisierung",Burgwedel
rheindata GmbH,4.0,Data Engineer (m/w/d),Köln
Delivery Hero,5.0,Staff Data Scientist - Quick Commerce (all genders),Berlin
Digital Turbine,3.6,Senior Big Data Engineer (m/f/d),Berlin
Simon-Kucher & Partners,4.2,(Senior) Consultant BI Developer / Data Engineer (m/w/d),Germany
Remerge,4.4,(Senior) Data Scientist - User Acquisition,Berlin
Bertrandt AG,3.9,Data Engineer / Software-Ingenieur / Informatiker (m/w/d) - Automatisierungstechnik,Düsseldorf
Volocopter GmbH,3.5,Avionics Systems Engineer – Data Recording (m/f/d),Bruchsal
Syskron GmbH,3.7,Senior Data Engineer - Machine Learning,Regensburg
Babbel,4.2,Senior Data Engineer (all genders),Berlin
Sunfire,4.1,Process Engineer for Data Analysis of Electrolyzer Systems (w/m/d),Dresden
Plutoneo Consulting GmbH,3.4,Data Engineer Financial Services (m/w/d),Frankfurt am Main
ahd GmbH & Co. KG,4.3,System Engineer Storage- & Data Protection (m/w/d),Home office
Apleona,4.1,Data Engineer I BI-Consultant (w/m/d),Neu-Isenburg
SICK AG,5.0,Engineer* Cloud & Data Operations (w/m/d),Waldkirch
Hoffrogge GmbH,4.4,Machine Learning Engineer (m/w/d),Wildeshausen
Nigel Frank International Limited,3.8,Junior Data Engineer,Germany
Terma A/S,3.4,"Operation AI Software Maintenance Engineer_ (M/F/D), REF. NO. 24_79239",Germany
Sunday Natural Products GmbH,4.1,Senior Data Engineer - Scaling eCommerce Data Platform (all genders),Berlin
Charité,4.2,Wissenschaftliche Mitarbeitende / Data Scientist / Machine Learning Engineer (d/w/m) - DM.48.24a,Germany
ELFIN Engineering and Solutions GmbH,3.7,Data Engineer - IoT und Cloud (m/w/d),Bergisch Gladbach
RTL Technology GmbH,3.7,System Engineer Windows (w/m/d),Hamburg
EY,4.1,Berufseinsteiger - Data Engineer in der Wirtschaftsprüfung (w/m/d),Eschborn
Orange Quarter,3.8,Senior Data Engineer,Berlin
air up GmbH,3.7,Staff Data Engineer,Munich
PUMA,3.9,(SENIOR) DATA ENGINEER,Herzogenaurach
HERO Software GmbH,4.4,Senior Data Engineer (w/m/d),Hannover
Capgemini Engineering,3.9,Consultant - Electrical System Engineer Aeronautics (w/m/d),Hamburg
Babbel,3.7,"Senior Data Engineer, Self Study (all genders)",Berlin
IP Pilot,4.1,Backend Engineer (d/f/m),Munich
trivago,3.2,Frontend Engineer - Part-Time Possible,Düsseldorf
pilot Hamburg GmbH und Co. KG,3.7,(Senior) Data Engineer (m/w/d/x),Hamburg
Just Play GmbH,4.1,Senior Data Engineer All Genders (Berlin or Remote - CET +/- 3 hrs),Berlin
Cofinity-X GmbH,3.5,QA Engineer (m/f/x),Köln
KORE Wireless Inc,3.9,Software Engineer,Germany
syte GmbH,4.7,Machine Learning Automation Engineer,Home office
HAMBURG WASSER,3.9,Informatiker als Data Architect/ Service Engineer (m/w/d),Hamburg
strategie:p personalberatung,4.3,Data Center Engineer (m/w/d),Oldenburg (Oldenburg)
Avi Medical,3.0,Machine Learning Engineer (m/f/d),Munich
diconium group,3.9,Senior Data Engineer (all genders),Berlin
RTL Technology GmbH,3.4,Cloud Engineer (w/m/d),Köln
Verti Versicherung AG,4.0,(Senior) Data Engineer (m/w/d) DWH,Teltow
Digital Realty,5.0,"Facility Engineer, Data Center Infrastructure (f/m/d)",Frankfurt am Main
Gesellschaft für musikalische Aufführungs- und mechanische Vervielfältigungsrechte (GEMA),4.6,Platform Engineer (Data Platforms) (m/w/d),Berlin
TenneT,4.7,Referent Data Engineering (m/w/d),Bayreuth
Thinkproject Holding GmbH,2.9,System Engineer (m/f/d) Cloud/Data Center,Munich
BioNTech AG,4.2,Engineer* System Architect SCM & Data,Mainz
SLAY,3.9,Backend Engineer (Node.js / Typescript),Berlin
Optiver,3.5,Data Center Engineer (Frankfurt),Frankfurt am Main
1&1 Versatel GmbH,4.0,(Senior) Cloud Data Engineer (w/m/d),Düsseldorf
VKB,4.2,Werkstudent als Business Analyst/Data Engineer (d/w/m) in München,Munich
IGEFA SE & Co. KG,3.5,Data Warehouse Engineer / Datenbankentwickler (m/w/d),Bremen
EXXETA,4.5,Data Engineer Microsoft (all genders),Berlin
AppLike GmbH,3.8,Senior Data Engineer (f/m/d),Hamburg
IABG,3.7,Data Engineer Schwerpunkt fliegende Waffensysteme (gn),Ottobrunn
Deutsche Factoring Bank GmbH & Co. KG,3.4,Data Engineer – DWH Entwickler (m/w/d) mit Schwerpunkt ETL,Bremen
Schwarm Technologies Germany GmbH,5.0,Senior Machine Learning Engineer (m/w/d),Munich
BRL Risk Consulting GmbH & Co. KG,3.6,Senior Data Engineer (m/w/d) im Bereich Risk Advisory Services,Home office
TIQ Solutions GmbH,3.6,Data Engineer (m/w/d),Leipzig
flaconi,3.4,Senior Data Engineer & Databricks Specialist (all genders),Berlin
Virtual Minds GmbH,4.0,Senior Data Engineer / Architect (f/m/d),Düsseldorf
LucaNet AG,3.3,(Junior) Cloud Service Engineer (all genders),Berlin
Royal HaskoningDHV,3.6,Control & Instrumentation Engineer (MCF/ Data Centres),Frankfurt am Main
TempSearch GmbH,4.0,DevOps and Data-Process- Engineer (m/w/d),Mannheim
Conrad Electronic,3.5,(Senior) Data Engineer (m/w/d),Hirschau
Havas Media Germany GmbH,4.5,Media Data Engineer (all gender),Frankfurt am Main
airfocus,3.6,Software Engineer (m/f/x),Hamburg
Orbem GmbH,2.9,Software Engineer - Microservices & Data Architecture,Munich
Reanovo,4.9,Data Engineer / Business Intelligence Developer (m/w/d),Essen
CHRIST Juweliere und Uhrmacher seit 1863,4.4,DevOps Data Engineer (m/w/d),Hagen
Hartmann International GmbH & Co. KG,3.4,Junior Full Stack Developer und Data Engineer (m/w/d) - Cloud & Database Specialist,Paderborn
Haiilo GmbH,3.7,Backend Engineer – Analytics product,Hamburg
Veli,4.6,Software Engineer / Data Scientist (Intern / Student) (m/f/x) - Kassel or Munich,Munich
iba AG,5.0,Test und Support Engineer Data Analysis (m/w/d),Fürth
ORAYLIS GmbH,3.9,Data Engineer (m/w/d),Düsseldorf
it-economics GmbH,3.6,Senior Data Engineer (m/w/d),Karlsruhe
Macaw Germany Cologne GmbH,4.0,Senior Data Engineer (m/w/d),Köln
Blue Yonder,4.2,Senior Machine Learning Engineer,Karlsruhe
IVU Traffic Technologies AG,4.7,Data Engineers/ Data Architects (m/w/d) für ÖPNV-Systeme,Berlin
CHECK24 Vergleichsportal,3.5,(Junior) Machine Learning Engineer (m/w/d) Reise,Leipzig
Woodmark Consulting AG,4.4,Data Analytics Engineer (m/w/d),Grasbrunn
MULTIVAC,4.2,IoT Data Engineer / Big Data Architect (m/w/d),Wolfertschwenden
evia,3.9,(Senior) Data Engineer (m/w/d),Leonberg
SIXT Germany,3.8,Senior Data Engineer (m/f/d),Munich
SumUp,3.4,Senior Data Analyst - Finance,Berlin
IconPro GmbH,3.4,MACHINE LEARNING ENGINEER (F/M/D),Aachen
E.ON,4.2,(Senior) Data / Cloud Engineer Analytics & AI - Expert Services (f/m/d),Berlin
LexCom Informationssysteme GmbH,3.7,Data Engineer (m/w/d) Big Data,Munich
HII,4.4,Africa All-Source SME (Intelligence Analyst 3),Rhineland-Palatinate
inovex GmbH,3.8,Data Engineer* Snowflake,Karlsruhe
Appinio,2.6,AI Solutions Engineer (m/f/d),Hamburg
ponturo consulting AG,3.4,Artificial Intelligence Engineer (m/w/d) im Innovation Lab,Frankfurt am Main
Customcells Holding GmbH,3.4,Data Engineer (m/w/d),Tübingen
Harvey Nash GmbH,5.0,Data Engineer with Azure (m/w/d) 104536,Berlin
R+V Allgemeine Versicherung AG,3.4,Test Data Engineer (m/w/d),Wiesbaden
Thoughtworks,3.5,Principal Data Engineer,Hamburg
aenia GmbH & Co KG,3.1,IT – System Engineer (m/f/d),Ludwigsburg
Supper & Supper GmbH,4.0,Data Engineer (m/w/d),Berlin
FoodLabs & Atlantic Labs,3.5,"Frontend Engineer (gn) @ Early-Stage Climate Tech Venture,Berlin",Berlin
Ubermetrics Technologies GmbH,3.2,Team Lead Data Science and Engineering (m/f/d),Home office
ADAC Allgemeiner Deutscher Automobil Club,3.3,Data Engineer mit Schwerpunkt Customer Centricity (w/m/d),Munich
Remerge,3.4,Machine Learning Engineer,Berlin
SAP,3.7,AI Engineer (f/m/d) & Technology Consultant (f/m/d),Walldorf
BTC Business Technology Consulting,4.4,Data Scientist * Künstliche Intelligenz / Machine Learning,Home office
Sportradar,4.6,Fullstack Developer (m/f/d),Bremen
Verlag Der Tagesspiegel GmbH,2.6,Software Engineer (BI/Data) (d/m/w),Berlin
REWE Group,5.0,(Senior) Data Engineer Analytics (m/w/d),Köln
Deutsche Börse,3.8,Associate/ Senior Associate Vice President - Data Engineer (f/m/d),Frankfurt am Main
VOSS Automotive GmbH,3.8,AI Software Engineer (m/w/d),Wipperfürth
Lightcurve GmbH,4.5,Software Engineer (Backend),Home office
Quantagonia,1.8,Cloud Engineer (m/f/x),Munich
Valeo,4.8,System & Software Quality Engineer (m/w/d),Bietigheim-Bissingen
Distribusion Technologies GmbH,3.7,Senior QA Engineer (all genders),Home office
SICK AG,3.4,Engineer* Artificial Intelligence (w/m/d),Waldkirch
AP Sensing GmbH,3.8,(SENIOR) DATA ENGINEER - IOT (M/F/D),Böblingen
Ingenieurbüro Zammit GmbH,4.1,Data Analyst (m/w/d),Salzgitter
Sensirion Connected Solutions GmbH,3.8,Embedded Systems Engineer (m/f/d),Berlin
EVACO,4.5,Data Engineer (m/w/d),Duisburg
Voestalpine AG,3.4,Azure Data Engineer (m/w/d),Wetzlar
Clark Germany GmbH,3.6,Data Scientist (m/f/d),Home office
HUK-COBURG Versicherungsgruppe,3.5,Business Intelligence – Data Engineer (w/m/d),Coburg
TALPA Solutions,3.7,Platform Engineer (m/f/d),North Rhine-Westphalia
Klinikum der Universität München,5.0,Data Engineer (m/w/d),Munich
Atos,3.4,Data Engineer (m/w/d),Paderborn
Alexander Thamm GmbH,4.8,Senior Data Engineer (m/w/d),Allendorf (Eder)
AURA Health Technologies GmbH,4.0,Senior AI Engineer for Medical Image Analysis (m/f/d),Berlin
KLA-Tencor MIE GmbH,4.3,Systems Engineer (m/w/d) - RAPID,Weilburg
Gerresheimer,3.9,Data Engineer (m/w/d),Essen
Hess Natur-Textilien GmbH & Co. KG,4.3,Senior Data Engineer (m/w/d),Butzbach
BROCKHAUS AG,1.8,Werkstudent*in Data Engineering,Dortmund
engenious GmbH,4.5,Machine Learning Engineer (m/w/d),Brühl
HUK-COBURG Versicherungsgruppe,3.5,Machine Learning Engineer für Deep Learning (w/m/d),Coburg
Collaboration Betters The World GmbH,5.0,Data Engineer (m/w/d),Munich
Manning Global,3.5,Data Core Testing Engineer,Düsseldorf
Chapter 2,4.0,Senior BI Engineer - Fully remote (UK or Germany based),Berlin
Interhyp AG,4.7,(Senior) Data Engineer (m/w/d),Munich
integration-factory GmbH & Co. KG,3.7,(Junior) Consultant (m/w/d) Data Engineer,Frankfurt am Main
Miltenyi Biotec,3.7,Senior Software Engineer – Connectivity in Cell Factory Systems (m|w|d),Bergisch Gladbach
Ariane Group,3.9,Avionic System Engineer Verification & Test (f/m/d),Bremen
BAUR Versand,3.3,Data Engineer Business Intelligence (m/w/d),Weismain
KLA,3.7,Algorithm Engineer (m/f/d),Weilburg
Intersnack IT KG,3.4,Business Intelligence Specialist - Data visualization and reporting,Home office
MULTIVAC,3.9,AI-Engineer (m/w/d),Wolfertschwenden
sistemica GmbH,3.5,Testautomation Engineer,Frankfurt am Main
Thinksurance GmbH,3.1,Senior Data Engineer (m/f/d),Frankfurt am Main
msg DAVID GmbH,4.0,Senior Data Engineer (m/w/d),Braunschweig
Knorr-Bremse,3.3,Data Engineer and Operations Analyst (m/w/d),Munich
trendence Institut,4.2,Data Solutions Engineer - Schwerpunkt Data Engineering (m/w/d),Berlin
Vattenfall,4.2,Data Security Engineer - Cryptography,Hamburg
Kalorimeta,5.0,Data Engineer / DevOps- Data (w/m/d),Hamburg
Enzo,3.5,Software Engineer (Intern),Heidelberg
Exasol AG,3.9,Cloud Engineer (f/m/d),Germany
SEEPEX GmbH,4.2,DATA PIPELINE ENGINEER / BIG DATA SCIENTIST IOT - INDUSTRIE 4.0 (M/W/D),Bottrop
Accenture,3.6,Senior Data Engineer (all genders),Stuttgart
B.i.Team Gesellschaft für Softwareberatung mbH,2.9,Data Architect/Engineer (m/w/d),Munich
ITS People,3.2,Data Engineer,Sprendlingen
DeepScenario GmbH,4.4,Robotics Software Engineer (Working Student),Stuttgart
Thinksurance GmbH,3.5,Senior Data Engineer (m/f/d),Frankfurt am Main
envelio GmbH,4.0,Software Engineer (w/m/d) Data Integration,Köln
Prematch,4.2,Backend+DevOps Engineer (m/f/d),Köln
ARTEFACT Germany,3.7,Senior Data Engineer (m/w/d),Hamburg
Senec GmbH,4.4,Data Analyst (m/w/x) Battery System,Leipzig
TÜV SÜD Digital Service GmbH,3.5,Solution Engineer Data Analytics & AI,Munich
RoomPriceGenie AG,4.0,(Sr.) Python Data Engineer (m/f/d),Mannheim
FAIRTIQ AG,3.4,iOS Engineer,Home office
Base Camp Management Consulting GmbH,4.0,DATA & ANALYTICS ENGINEER (M/W/D) - VOLLZEIT,Munich
Greifenberg Personalberatung & Recruitment,4.0,Data Engineer (m/w/d),Essen
Terma A/S,4.7,Quality Assurance Support Engineer (m/f/d),Germany
Airbus,4.3,System Engineer - Avionic Joint Team (AJT) Warton (d/f/m),Manching
Stylight GmbH,4.0,Software Engineer (d/f/m),Munich
ALDI SÜD,4.1,Senior Data Scientist (m/f/x),Mülheim an der Ruhr
MUNICH Digital Institute,3.6,Data Engineer (m/w/d),Munich
Fashion Cloud,3.3,Full Stack Engineer,Home office
Walldorf Consulting GmbH,4.1,Azure Data Engineer / Scientist (m/w/d),Fürth
ALDI SÜD,4.3,(Senior) Data Analyst Reporting (m/f/x),Mülheim an der Ruhr
Adroit People Ltd,3.3,Azure Data Engineer,Ludwigshafen am Rhein
IABG,3.6,Machine Learning Engineer New Space (gn),Ottobrunn
BuildingMinds,1.5,Senior Data Consultant/Analyst (m/f/d),Berlin
ALTEN Consulting Services GmbH,3.9,Machine Learning Engineer / Data Scientist (all gender),Munich
Profiler GmbH,3.8,System Engineer (m/w/d),Darmstadt
BMG RIGHTS MANAGEMENT GmbH - Corporate,4.4,Senior Data Analyst (f/m/d),Berlin
Döhler,4.0,Senior Data Scientist (m/w/d) AI,Darmstadt
Cobrainer GmbH,3.7,Software Engineer (Data/Machine Learning) (all genders!),Munich
LiveEO GmbH,3.5,Full Stack Engineer (f/m/x) in the field of AI & Satellite Data,Germany
stafftastic GmbH,4.9,Senior Data-Analyst / Data-Scientist (m/f/d),Fulda
Evotec,4.0,System Engineer Elasticsearch,Hamburg
workidentity GmbH,3.7,Data Engineer mit Schwerpunkt Maschine Learning (gn),Hamburg
yWorks GmbH,3.5,Software Engineer [m/f/d],Tübingen
Aurubis,3.1,Senior Data Scientist (m/f/d),Hamburg
HolidayCheck Group AG,3.5,(Senior) Machine Learning Engineer (m/w/d),Munich
BACE,4.2,Project Engineer (HW & IoT),Home office
super.AI,4.7,Machine Learning Engineer,Home office
GfK,3.8,Machine Learning Engineer (m/w/d) (Consumer Panel Services GfK),Nuremberg
Tentamus,3.7,Team Lead – Data Analyst,Berlin
Flagright,3.8,Data Science Intern (PhD),Berlin
ML6,4.1,Data Engineer,Berlin
IODATA GMBH,4.0,Data Consultant | Solution Engineer | Talend (m/w/d) in Vollzeit,Karlsruhe
QuinScape GmbH,4.2,"Data Engineer (m/w/d) für Dortmund, Hannover oder remote",Dortmund
HANSA-FLEX AG,3.5,Working Student (m/f/d) Software Engineer,Bremen
Almedia,4.8,Senior Data Engineer (f/m/d),Berlin
FAIRTIQ AG,4.0,Fullstack Engineer,Home office
Makersite GmbH,4.6,Senior Python Engineer (m/f/x),Home office
capgemini - DEMS,4.1,(Junior) Systems Engineer – MBSE - Aerospace (w/m/d),Hamburg
REWE digital,3.6,Data Engineer Schwerpunkt Aktionsoptimierung (m/w/d),Köln
Carhartt Work in Progress,3.9,IT-System Engineer (m/f/x),Weil am Rhein
E.ON,4.1,Working Student - Machine Learning Engineer (f/m/d),Essen
PARTSCLOUD GmbH,Not rated,Software Engineer (m/f/d),Home office
inovex GmbH,Not rated,Data Engineer* / Machine Learning Engineer*,Karlsruhe
Lovehoney Group,Not rated,"Data Analyst, Consumer Marketing",Berlin
COM Software GMBH,Not rated,Data Analyst (m/w/d),Eschborn
Isarsoft,Not rated,Application Software Engineer,Germany
Booz Allen,Not rated,"Data Scientist, Mid",Stuttgart
Pwc Germany,Not rated,Data Scientist / Data Analyst (w/m/d),Leipzig
Schwarz Dienstleistungen,Not rated,Software Engineer - Data & AI Platform - STACKIT (m/w/d),Neckarsulm
EDB,Not rated,Software Engineer (Analytics/AI),Berlin
Govcio LLC,Not rated,Business Intelligence Analyst,Stuttgart
Royal HaskoningDHV,Not rated,Structural Engineer (MCF/ Data Centres),Frankfurt am Main
Bela,Not rated,Data Engineer (m/w/d),Kiel
HUK-COBURG Versicherungsgruppe,Not rated,Data Scientist (w/m/d),Coburg
JOIN Solutions AG,Not rated,Mid Level Frontend Engineer (ReactJS) (f/m/d),Berlin
Dealfront,Not rated,Senior Data Scientist,Karlsruhe
Scout24,Not rated,Senior Machine Learning Engineer (f/d/m),Berlin
mimaps,Not rated,Backend Engineer at mimaps,Berlin
Alexander Thamm GmbH,Not rated,(Junior) MLOps Engineer (m/w/d),Allendorf (Eder)
BioNTech AG,Not rated,Senior Data Engineer*,Mainz
eppdata GmbH,Not rated,IT Systems Engineer (m/f/d),Hamburg
Large Space Structures GmbH,Not rated,Junior Mechanical System Engineer,Eching
Manning Global,Not rated,Data Engineer,Munich
Delivery Hero,Not rated,Business Analyst (all genders),Berlin
Nigel Frank International Limited,Not rated,Cloud Data Engineer (w/m/d) - in Hannover,Hannover
Ingredion Germany GmbH,Not rated,CI Engineer (m/w/d),Hamburg
HiveMQ,Not rated,Senior Platform Engineer,Munich
KORE Wireless Inc,Not rated,Staff Software Engineer,Germany
score4more GmbH,Not rated,Fullstack Engineer (div/w/m),Home office
auteega GmbH,Not rated,Senior Data Engineer im Bereich Big-Data (w/m/d),Hamburg
Digital Turbine,Not rated,Big Data Engineer (m/f/d),Berlin
PARTSCLOUD GmbH,Not rated,Software Engineer (m/f/d),Home office
Auditdata,Not rated,Data Scientist (Senior),Home office
Syncreon,Not rated,Senior Data Engineer,Duisburg
CloudFactory,Not rated,Senior Data Engineer,Berlin
INFOMOTION GmbH,Not rated,Cloud Data Engineer (m/w/d),Germany
energy & meteo systems,Not rated,Datenanalyst:in / Data Scientist,Oldenburg (Oldenburg)
TERAKI GmbH,Not rated,(Senior) Data Scientist / Researcher,Berlin
MathHire.org,Not rated,"Referentin / Referenten (m/w/d) als Daten- und KI‑Expert, Data Scientist oder Data Engineer",Berlin
BNP Paribas,Not rated,IT Data Engineer (all genders),Munich
Solactive AG,Not rated,Principal Software Engineer (m/f/d) - Market Data |Berlin |Dresden,Frankfurt am Main
tado,Not rated,Cloud Platform Engineer - Cloud & Data Platform (m/f/d),Munich
Cerebellum Network,Not rated,Full - Stack Engineer,Home office
Savings United,Not rated,Data Engineer (m/f/d) - remote in Germany,Hamburg
Bertrandt AG,Not rated,System Engineer Mission Support Systems (m/f/d),Manching
Manning Global,Not rated,Data Centre Facility Product Technical Engineer,Munich
IOM Internationale Organisation für Migration,Not rated,Internship Data Engineering - Global Migration Data Analysis Centre (GMDAC),Berlin
KI group GmbH,Not rated,Senior AI Engineer,Home office
INNOPROX GmbH,Not rated,Cloud Consultant / Cloud Data Engineer (all genders),Home office
Plantix,Not rated,Backend Engineer (f/m/d) - SKYFLD - Germany based (Hybrid),Berlin
Lorenz Personal GmbH & Co. KG,Not rated,Data Engineer (m/w/d),Nuremberg
ERGO Direkt,Not rated,(Senior) Data Engineer (m/w/d),Nuremberg
Isarsoft,Not rated,Full-Stack Engineer,Germany
Aptiv plc,Not rated,Senior Machine Learning Engineer - Radar (f/m/d),Wuppertal
SEEPEX GmbH,Not rated,IOT-SOFTWAREENTWICKLER - UX ENGINEER - MONITORING & DATA ANALYTICS (M/W/D),Bottrop
DEVnet Holding,Not rated,Junior Software Engineer,Grünwald
entero AG,Not rated,(Senior) Data Warehouse Engineer/Consultant (m/w/d) – Schwerpunkt SQL,Eschborn
Contentful,Not rated,Senior Software Engineer (f/m/d),Berlin
verovis GmbH,Not rated,WERKSTUDENT - DATA SCIENCE (all genders),Munich
wealthAPI GmbH,Not rated,Senior Frontend Engineer (m/w) - Berlin or remote,Home office
ComfNet Solutions GmbH,Not rated,Machine Learning Engineer,Hamburg
Universitätsklinikum Köln,Not rated,Data Scientist (w/m/d) für ein KI-Projekt in der onkologischen Forschung am CIO,Köln
Y42,Not rated,Python Senior Backend Engineer (m/f/d),Berlin
Redcley,Not rated,Machine Learning Engineer,Munich
Cerebellum Network,Not rated,Software Engineer,Home office
super.AI,Not rated,Machine Learning Engineer,Berlin
ARS Digital GmbH,Not rated,Datawarehouse Engineer (m/w/d),Essen
Clearstone GmbH,Not rated,Data Engineer (M/W/D),Berlin
SumUp Services GmbH,Not rated,Senior Data Analyst - Finance,Berlin
Union Investment,Not rated,SAP Data Engineer (m/w/d) / SAP DWH Developer (m/w/d) in Voll- oder Teilzeit,Hamburg
Flexperto GmbH,Not rated,Fullstack Engineer (m/f/d),Berlin
PLAN D GmbH,Not rated,Machine Learning Engineer (m/w/d),Berlin
Renesas Electronics,Not rated,"Cloud Engineer, AI Solutions","Rivers End, DE"
CARIAD SE,Not rated,Software Engineer for In-Cabin Sensing Specialist Vital Data & Medical Status - ADAS/AD (m/f/d),Munich
justtrack,Not rated,QA Engineer (f/m/d),Hamburg
AEG Power Solutions,Not rated,SOFTWARE ENGINEER (M/F/X),Warstein
Celonis SE,Not rated,Machine Learning Engineer,Darmstadt
